"runNumber","startTime","sampleCount","errorCount","errorPct","meanResTime","minResTime","maxResTime","pct1ResTime","pct2ResTime","pct3ResTime","throughput","receivedKBytesPerSec","sentKBytesPerSec"
1,"warm",5820,0,0.0,15.00773195876292,2.0,102.0,27.0,33.0,50.0,892.638036809816,292.0251389953988,170.85649923312886
1,"cold",5820,0,0.0,33.49020618556699,2.0,9668.0,23.0,30.0,48.0,406.3394540249948,132.93331747888013,77.77591112197165
1,"warm",5820,0,0.0,13.43711340206185,2.0,1005.0,24.0,29.0,46.0,921.0318088305112,301.3141171467004,176.29124465896504
1,"cold",5820,0,0.0,32.586426116838446,2.0,9190.0,21.0,29.0,49.0,413.4403637138595,135.25636898842083,79.13506961710591
1,"warm",5820,0,0.0,13.338659793814431,2.0,89.0,22.0,28.0,47.0,1011.1188325225851,330.7859461865879,193.53446403752605
1,"cold",5820,0,0.0,15.667525773195932,2.0,229.0,29.0,36.0,54.0,877.1665410700829,286.9636633383572,167.89515825169556
2,"warm",5820,0,0.0,15.013058419244006,2.0,119.0,28.0,35.0,53.0,894.5588687365508,292.6535361589302,171.22415846910545
2,"cold",5820,1,0.01718213,38.57508591065299,2.0,10378.0,35.0,47.0,80.78999999999996,357.20861719756954,116.85155003298964,68.37196188547229
2,"warm",5820,0,0.0,16.3867697594502,2.0,175.0,35.0,44.0,69.0,826.7045454545454,270.45510031960225,158.2364169034091
2,"cold",5820,0,0.0,35.32250859106523,2.0,9464.0,29.0,38.0,68.78999999999996,387.09677419354836,126.63810483870968,74.09274193548387
2,"warm",5820,0,0.0,15.25635738831613,2.0,140.0,31.0,40.0,64.0,883.1562974203339,288.9232027693475,169.04163505311078
2,"cold",5820,0,0.0,14.885395189003411,3.0,122.0,25.0,31.949999999999818,49.0,899.2583436341162,294.1909620287392,172.12366733621755
3,"warm",5820,0,0.0,13.796391752577327,2.0,608.0,26.0,33.0,55.789999999999964,961.5066908970758,314.55541157277383,184.03839005451843
3,"cold",5820,0,0.0,32.986082474226805,2.0,8910.0,25.0,33.0,57.0,408.70786516853934,133.7081394838483,78.22923981741573
3,"warm",5820,0,0.0,13.534020618556713,2.0,124.0,26.0,32.0,47.0,981.615786810592,321.1340708804183,187.88739669421486
3,"cold",5820,0,0.0,34.4694158075601,2.0,8666.0,31.0,40.0,75.0,387.84486205517794,126.8828406137545,74.2359306277489
3,"warm",5820,0,0.0,16.47577319587636,2.0,122.0,32.0,41.0,65.0,832.141835859308,272.23390137975406,159.27714826994568
3,"cold",5820,0,0.0,14.658075601374575,2.0,147.0,25.0,31.0,49.0,926.3090880152794,303.04057078624857,177.30134887792454
4,"warm",5820,0,0.0,13.98058419243985,2.0,1006.0,25.0,33.0,51.0,935.0899742930592,305.91322401188944,178.98206539203085
4,"cold",5820,0,0.0,41.50171821305859,2.0,12064.0,25.0,34.0,64.0,335.52404012452433,109.76616547042546,64.22139830508475
4,"warm",5820,0,0.0,14.041924398625422,2.0,105.0,25.0,31.0,51.789999999999964,963.5761589403974,315.23243480960264,184.43449917218544
4,"cold",5820,0,0.0,34.00343642611671,2.0,8877.0,28.0,36.0,67.0,397.3238667394866,129.98388218528126,76.05027136810486
4,"warm",5820,0,0.0,14.26254295532646,2.0,109.0,27.0,34.0,55.0,952.069360379519,311.46800363978406,182.2320260101423
4,"cold",5820,0,0.0,14.90240549828179,2.0,149.0,25.0,31.0,52.0,904.4289044289044,295.88250291375294,173.113344988345
5,"warm",5820,0,0.0,15.270274914089372,2.0,826.0,28.0,34.94999999999982,54.0,856.1341571050309,280.08295178729037,163.86942850838483
5,"cold",5820,0,0.0,60.78316151202776,3.0,18977.0,33.0,45.0,83.0,234.035708541097,76.56441636842528,44.795897337944346
5,"warm",5820,0,0.0,16.072336769759456,2.0,1063.0,32.0,41.94999999999982,65.0,816.2692847124825,267.0412210729313,156.2390427769986
5,"cold",5820,1,0.01718213,39.6809278350514,2.0,9658.0,39.0,53.0,91.78999999999996,347.4004655882528,113.64306719318928,66.49462036650152
5,"warm",5820,0,0.0,19.325601374570482,2.0,149.0,40.0,51.0,82.0,710.8831073653354,232.5642978197142,136.06746976914621
5,"cold",5820,0,0.0,15.21804123711339,3.0,237.0,27.0,34.0,50.0,895.935960591133,293.10404960745075,171.48774245689654
6,"warm",5820,0,0.0,22.478865979381368,3.0,158.0,44.0,55.0,82.0,620.7337883959044,203.07208897717578,118.8123266851536
6,"cold",5820,0,0.0,40.440206185567106,2.0,10624.0,39.0,52.0,90.0,342.01093024622435,111.88834143797379,65.46302961744138
6,"warm",5820,0,0.0,17.517353951890023,2.0,123.0,37.0,48.0,75.0,788.2974400650143,257.8902758025193,150.88505688744414
6,"cold",5820,0,0.0,33.59879725085912,2.0,9000.0,27.0,36.0,70.78999999999996,401.2132910519785,131.25630127188748,76.79473149041776
6,"warm",5820,0,0.0,15.663058419244116,2.0,164.0,31.0,41.0,68.0,854.3746330005872,279.507326225778,163.53264459776864
6,"cold",5820,0,0.0,16.43161512027491,2.0,1012.0,27.0,36.0,67.0,820.6429780033842,268.472067999154,157.07619500846025
